committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054037,17,,1206573,,,,,"SOUTHWEST AIRLINES, INC.",TX,,,,,TRAVEL REFUND,X,,2017-11-15 00:00:00,-406.48,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:29.557,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,DALLAS,752351647,OTHER,,2018,SB,2021220181504502989,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054037,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519486,17,,1250452,,,,,UNITED AIRLINES INC,IL,,,,,TRAVEL REFUND,X,,2018-06-20 00:00:00,-343.19,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:28.18,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,CHICAGO,606660100,OTHER,,2018,SB,2071920181576444315,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519486,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179892,17,,1173299,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-06-13 00:00:00,-299.84,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:14.808,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,NEWARK,07101,OTHER,,2018,SB,2072720171442244895,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179892,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179891,17,,1173299,,,,,VIRGIN AMERICA,CA,,,,,TRAVEL REFUND,X,,2017-06-13 00:00:00,-281.21,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:49.783,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,BURLINGAME,940102000,OTHER,,2018,SB,2072720171442244891,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179891,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795552,17,D480401,1270078,ORG,ORGANIZATION,,,GREATER METRO DENVER MINISTERIAL ALLIANCE,CO,,,,,VOID 9/27/2016 CHECK - NO REISSUE,,,2018-09-30 00:00:00,-275.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.394,,,,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,DENVER,802208854,OTHER,,2018,SB,4101520181599360570,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795552,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107399,17,,1159980,,,,,MYSTIC MARRIOTT HOTEL,CT,,,,,TRAVEL REFUND,X,,2017-01-13 00:00:00,-228.85,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,GROTON,063403212,OTHER,,2018,SB,2042620171400518070,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107399,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519459,17,,1250452,IND,INDIVIDUAL,,,"KAUFFMAN, KIM",DC,,,,,VOIDED 3/19/2018 CHECK,,,2018-04-18 00:00:00,-162.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:43:04.264,,,,0.00,KAUFFMAN,KIM,,,,,,,,,,S,"",P,F3,1071820180036868313,WASHINGTON,200025702,OTHER,,2018,SB,2071920181576444232,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519459,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,YE,201901319144313549,17,VVB1TA0QTJ8,1311051,ORG,ORGANIZATION,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-12-26 00:00:00,-157.11,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-14 03:56:03.848,,VVB1TA0QRE3,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4013120191636949736,NEWARK,071011270,OTHER,*,2018,SB,4021320191639390784,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144313549,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107407,17,,1159980,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-02-17 00:00:00,-146.44,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,NEWARK,07101,OTHER,,2018,SB,2042620171400518092,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107407,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314653,17,,1188260,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-08-16 00:00:00,-110.02,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:09:47.011,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,NEWARK,07101,OTHER,,2018,SB,2102620171461339774,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314653,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054028,17,,1206573,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-10-23 00:00:00,-108.03,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:25.775,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,NEWARK,07101,OTHER,,2018,SB,2021220181504502963,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054028,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228730,17,,1225109,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-01-23 00:00:00,-104.92,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:54:50.985,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,NEWARK,07101,OTHER,,2018,SB,2050220181533479226,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228730,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,YE,201901319144313557,17,VVB1TA0R2F0,1311051,ORG,ORGANIZATION,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-10-15 00:00:00,-101.91,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-14 03:56:03.852,,VVB1TA0R1D4,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4013120191636949736,NEWARK,071011270,OTHER,*,2018,SB,4021320191639390832,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144313557,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054039,17,,1206573,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-11-15 00:00:00,-94.75,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:40.943,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,NEWARK,07101,OTHER,,2018,SB,2021220181504502995,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054039,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314647,17,,1188260,,,,,AMTRAK,DC,,,,,TRAVEL REFUND,X,,2017-07-17 00:00:00,-89.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:10:42.043,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,WASHINGTON,200024214,OTHER,,2018,SB,2102620171461339756,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314647,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107402,17,,1159980,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-01-13 00:00:00,-82.77,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,NEWARK,07101,OTHER,,2018,SB,2042620171400518079,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107402,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179883,17,,1173299,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-04-13 00:00:00,-75.37,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:35.943,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,NEWARK,07101,OTHER,,2018,SB,2072720171442244869,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179883,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107410,17,,1159980,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-03-16 00:00:00,-64.34,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,NEWARK,07101,OTHER,,2018,SB,2042620171400518103,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107410,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519474,17,,1250452,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-04-19 00:00:00,-58.99,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:58.687,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,NEWARK,07101,OTHER,,2018,SB,2071920181576444278,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519474,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314674,17,,1188260,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-09-15 00:00:00,-57.32,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:10:07.197,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,NEWARK,07101,OTHER,,2018,SB,2102620171461339836,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314674,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795560,17,D480404,1270078,ORG,ORGANIZATION,,,CENTURYLINK,AZ,,,,,VOID 6/5/2018 CHECK- NO REISSUE,,,2018-09-30 00:00:00,-51.93,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.396,,,,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,PHOENIX,850389040,OTHER,,2018,SB,4101520181599360616,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795560,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795588,17,D480347,1270078,ORG,ORGANIZATION,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-07-17 00:00:00,-48.90,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.402,,D480332,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,NEWARK,07101,OTHER,,2018,SB,4101520181599360784,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795588,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795558,17,D480403,1270078,ORG,ORGANIZATION,,,CENTURYLINK,AZ,,,,,VOID 12/15/17 CHECK- NO REISSUE,,,2018-09-30 00:00:00,-45.03,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.395,,,,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,PHOENIX,850389040,OTHER,,2018,SB,4101520181599360604,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795558,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795603,17,D480398,1270078,ORG,ORGANIZATION,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-09-11 00:00:00,-37.88,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.406,,D480334,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,NEWARK,07101,OTHER,,2018,SB,4101520181599360874,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795603,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519479,17,,1250452,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-05-11 00:00:00,-34.47,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:43:06.749,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,NEWARK,07101,OTHER,,2018,SB,2071920181576444292,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519479,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228749,17,,1225109,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-03-14 00:00:00,-32.42,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:54:33.215,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,NEWARK,07101,OTHER,,2018,SB,2050220181533479282,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228749,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228744,17,,1225109,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-02-20 00:00:00,-26.15,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:53:30.699,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,NEW ARK,07101,OTHER,,2018,SB,2050220181533479269,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228744,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519453,17,,1250452,IND,INDIVIDUAL,,,"RICE, SHANNON",DC,,,,,VOIDED 3/19/2018 CHECK,,,2018-04-26 00:00:00,-19.94,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:58.686,,,,0.00,RICE,SHANNON,,,,,,,,,,S,"",P,F3,1071820180036868313,WASHINGTON,200025702,OTHER,,2018,SB,2071920181576444216,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519453,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519475,17,,1250452,,,,,"UBER TECHNOLOGIES,INC",CA,,,,,TRAVEL REFUND,X,,2018-04-19 00:00:00,-14.47,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:52.575,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,SAN FRANCISCO,941051611,OTHER,,2018,SB,2071920181576444282,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519475,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519489,17,,1250452,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2018-06-20 00:00:00,-13.06,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:52.576,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,NEWARK,07101,OTHER,,2018,SB,2071920181576444324,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519489,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795556,17,D480402,1270078,PTY,POLITICAL PARTY COMMITTEE,C00161786,C00161786,COLORADO DEMOCRATIC PARTY,CO,,,,,VOID 10/25/2016 CHECK - NO REISSUE,,,2018-09-30 00:00:00,-12.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.394,,,,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,DENVER,802033530,OTHER,,2018,SB,4101520181599360590,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795556,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314648,17,,1188260,,,,,AMERICAN EXPRESS,NJ,,,,,CASH BACK REWARDS,X,,2017-07-17 00:00:00,-5.58,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:10:36.149,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,NEWARK,07101,OTHER,,2018,SB,2102620171461339758,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314648,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200053988,17,,1206573,,,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2017-11-19 00:00:00,0.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:34.191,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,SOMERVILLE,021443132,OTHER,,2018,SB,2021220181504502841,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200053988,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200053988,17,,1206573,,,,,AUTHORIZE.NET,UT,,,,,CREDIT CARD PROCESSING FEE,,,2017-10-03 00:00:00,0.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:29.556,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,AMERICAN FORK,840033357,OTHER,,2018,SB,2021220181504502842,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200053988,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200053988,17,,1206573,,,,,AUTOMATED DATA PROCESSING,CO,,,,,PAYROLL SERVICES,,,2017-10-30 00:00:00,0.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:29.556,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,AURORA,800146318,OTHER,23.93,2018,SB,2021220181504502843,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200053988,Operating Expenditures,,,,,,
